_orig_id	title	lang_detected	lang_meta_detected	lang_content_detected	Semantic_Precision	Content_Richness	Cross_Field_Consistency	Linguistic_Integrity	Coherence_Score	Total_Score	sp_title	sp_desc	sp_keyword_anchoring	cr_depth	cr_diversity	cr_duplication	cf_topics_themes	cf_project_echo	cf_project_echo_raw	li_spell_score	li_misspell_ratio	url_valid	project_url_fixed	doi_valid	empty_fields	notes	category	subcategories	keywords	topics	themes	subtitle_ok	subtitle_overlap_with_title	subtitle_duplicate_title	subtitle_duplicate_description	description_duplicate_title	creators_count	purposes_count	locations_count	license_status	category_ok	subcategories_count	lang_declared	lang_match	title_len_chars	title_len_tokens	title_length_ok	subtitle_len_chars	subtitle_len_tokens	subtitle_length_ok	description_len_chars	description_len_tokens	description_length_ok	content_len_chars	content_len_tokens	content_length_ok	keyword_count	keyword_count_ok	cv_category_ok	cv_license_ok	cv_topics_unknown_count	cv_themes_unknown_count	cv_subcategories_unknown_count	cv_subcat_parent_mismatch_count	cv_languages_unknown_count	cv_locations_unknown_count	cv_intended_purposes_unknown_count
68650ce67807d9bc7a0b3d82	Women Innovators in IrelandRural Fact Sheet #038	en	en	en	21	10	7	20	0	58	8	7	1	2	5	3	0	6	0	8	0.0	True	https://fliara.eu/	True		Low content depth (<250 tokens); Subtitle missing; CV inconsistencies: Unknown license: CC BYSA | Unknown intended_purposes: dissemination	Document	"[""Factsheet""]"	"[""social innovation"",""gender equality""]"	"[""Society""]"	"[""Social innovation""]"	False	0.0	False	False	False	1	1	1	ok	True	1	en	True	48	7	True	0	0	True	411	60	True	1667	215	True	2	False	True	False	0	0	0	0	0	0	1
69171bd6c599337520a22085	Autonomous Precision Spraying for Sustainable Berry Farming: Reducing Chemical Inputs with AIDriven Pest Control	en	en	en	12	9	7	20	0	48	8	0	1	0	5	4	0	6	0	8	0.0	True	https://bbionets.eu/	False		Invalid DOI format; Low content depth (<250 tokens)	Document	"[""Practice abstract""]"	"[""autonomous machinery"",""selective spraing"",""PPP reduction"",""pest detection""]"	"[""Crop farming""]"	"[""Agricultural innovation"",""Agricultural practices"",""Climate change mitigation"",""Farm equipment"",""Pest control"",""Plant health""]"	True	0.0	False	False	False	2	1	1	ok	True	1	en	True	112	14	True	51	7	True	277	38	False	691	94	False	4	True	True	True	0	0	0	0	0	0	0
686510f77807d9bc7a0b3dab	Women Innovators in IrelandFarming Fact Sheet #043	en	en	en	14	10	7	20	0	51	8	0	1	2	5	3	0	6	0	8	0.0	True	https://fliara.eu/	True		Low content depth (<250 tokens); Subtitle missing; CV inconsistencies: Unknown license: CC BYSA | Unknown intended_purposes: dissemination	Document	"[""Factsheet""]"	"[""sustainable food"",""gender equality"",""rural issues""]"	"[""Society""]"	"[""Social innovation""]"	False	0.0	False	False	False	1	1	1	ok	True	1	en	True	50	7	True	0	0	True	272	38	False	1457	202	True	3	False	True	False	0	0	0	0	0	0	1
66f679eebbc2ce0fcc43d213	OPTIMA DSS for Alternaria detection in carrots	en	en	en	14	10	7	20	2	51	8	0	1	2	5	3	0	6	0	8	0.0	True	https://www.smartprotect-h2020.eu	True		Low content depth (<250 tokens); Subtitle missing; CV inconsistencies: Unknown intended_purposes: dissemination, support decisionmaking and strategic planning	Document	"[""Practice abstract""]"	"[""IPM"",""DSS"",""OPTIMA"",""tool"",""meteorological data"",""alternaria leaf blight"",""carrots"",""downy mildew"",""vineyards"",""apple scab"",""prediction"",""disease"",""France"",""Spain"",""Italy"",""Greece""]"	"[""Crop farming""]"	"[""Pest control""]"	False	0.0	False	False	False	1	4	1	ok	True	1	en	True	46	7	True	0	0	True	177	26	False	1684	212	True	16	False	True	True	0	0	0	0	0	0	2
6716b2ef8c91d2f819cc3ba5	WP2 Community of Practice	en	en	en	14	10	4	20	0	48	8	0	1	2	5	3	0	3	3	8	0.0	True	https://cordis.europa.eu/project/id/696367	True		Low content depth (<250 tokens); Subtitle missing; CV inconsistencies: Unknown intended_purposes: dissemination	Document	"[""Deliverable report""]"	"[""dairy farm"",""dairy sensor""]"	"[""Livestock""]"	"[""Animal husbandry""]"	False	0.0	False	False	False	9	1	1	ok	True	1	en	True	25	4	True	0	0	True	214	37	False	1446	189	True	2	False	True	True	0	0	0	0	0	0	1
67d418551274e0227fcdaeec	Integrated management of resources (water and soil) in nuts production	en	en	en	24	10	4	20	2	58	8	10	1	2	5	3	0	3	3	8	0.0	True	https://www.forest4eu.eu/	True		Low content depth (<250 tokens); Subtitle missing; CV inconsistencies: Unknown intended_purposes: dissemination	Document	"[""Factsheet""]"	"[""resources use""]"	"[""Forestry""]"	"[""Land management""]"	False	0.0	False	False	False	1	1	1	ok	True	1	en	True	70	10	True	0	0	True	256	45	True	1861	234	True	1	False	True	True	0	0	0	0	0	0	1
6878eb5de4df4f63e71d99e9	LEGUMINOSE factsheet: Using Dynamic Innovation Partnerships to facilitate uptake of intercropping innovations	en	en	en	11	10	7	20	2	48	8	0	1	2	5	3	0	6	0	8	0.0	False		True		Low content depth (<250 tokens); Subtitle missing; CV inconsistencies: Unknown intended_purposes: communication, dissemination	Document	"[""Factsheet""]"	"[""intercropping"",""innovation"",""dynamic innovation partnerships"",""value chains"",""stakeholder engagement"",""agrifood systems"",""adoption""]"	"[""Forestry"",""Crop farming"",""Society"",""Economics""]"	"[""Agroecology"",""Biodiversity"",""Crop rotation"",""Diversification"",""Organic agriculture"",""Social innovation""]"	False	0.0	False	False	False	1	2	2	ok	True	1	en	True	109	12	True	0	0	True	216	30	False	1732	221	True	7	True	True	True	0	0	0	0	0	0	2
6704f1a70a8de6e500a4fa96	Decision support systems for pest and disease management in tomato cultivation	en	en	en	21	10	4	20	2	55	8	7	1	2	5	3	0	3	3	8	0.0	True	https://www.smartprotect-h2020.eu	True		Low content depth (<250 tokens); Subtitle missing; CV inconsistencies: Unknown locations: united kingdom | Unknown intended_purposes: dissemination, support decisionmaking and strategic planning	Document	"[""Practice abstract""]"	"[""IPM"",""decision support systems"",""DSS"",""monitoring"",""alarm"",""pest"",""disease"",""prediction"",""tomato"",""iMETOS"",""Dacom"",""WiseCrop"",""EVJA"",""FuturCrop""]"	"[""Crop farming""]"	"[""Pest control""]"	False	0.0	False	False	False	2	4	2	ok	True	1	en	True	78	11	True	0	0	True	331	45	True	1707	219	True	14	False	True	True	0	0	0	0	0	1	2
6716b5518c91d2f819cc3c96	Organic Rotational Stocking with White Clover, Forage Selfsufficiency, Short and Local Marketing	en	en	en	14	12	7	20	0	53	8	0	1	4	5	3	0	6	0	8	0.0	True	https://inno4grass.eu/en/	True		Subtitle missing; CV inconsistencies: Unknown intended_purposes: dissemination	Document	"[""Factsheet""]"	"[""grassland"",""animal_feeding"",""dairy_cattle"",""milk_products"",""organic_agriculture""]"	"[""Livestock""]"	"[""Organic agriculture""]"	False	0.0	False	False	False	1	1	1	ok	True	1	en	True	96	12	True	0	0	True	153	22	False	1970	269	True	5	True	True	True	0	0	0	0	0	0	1
67d4172db95b1fb603b471e9	Mechanised resin extraction method	en	en	en	17	10	4	20	0	51	8	3	1	2	5	3	0	3	3	8	0.0	True	https://www.forest4eu.eu/	True		Low content depth (<250 tokens); Subtitle missing; CV inconsistencies: Unknown intended_purposes: dissemination	Document	"[""Factsheet""]"	"[""Nonwood forest product"",""Multifunctional forest management"",""resin""]"	"[""Forestry""]"	"[""Biomass production"",""Productivity"",""Farm equipment""]"	False	0.0	False	False	False	1	1	1	ok	True	1	en	True	34	4	True	0	0	True	256	33	False	1609	219	True	3	False	True	True	0	0	0	0	0	0	1
